Uniform,Gaussian
8.061854646744074,5.809164340757311
50.84602421623396,5.847866946087945
45.82647713859684,5.515920594145183
15.3041415443653,5.3165095237668085
29.726105225516456,5.237878428375006
26.969463887324288,5.507520284039612
39.095578363365775,5.254695239197391
47.32340106813079,5.1551609331753925
5.631575206454094,5.547834874356101
1.7008485913203786,5.532009905118065
50.14590623519218,5.631152392081176
25.966024074303203,5.280646973503525
45.73680494747652,5.5012012680703775
0.12636320106664156,5.484461977510555
26.723231643288084,5.138601039697422
43.29240194044695,5.6291193228786485
13.725733276227158,5.576970664239724
56.716241733235336,6.073386890377765
54.08564745668902,5.548712602554391
1.8353989820132122,5.465271446040419
1.526751659607648,5.795861722006942
32.4847483676098,5.5477098995664225
56.34894976671063,5.71816744627677
22.872254261292746,5.412269376104196
12.995963827836803,5.55236123520654
25.32699453496304,5.745829282836884
1.7424472544920766,5.66709928538871
13.301499976382104,5.530833339671886
26.273255619034323,5.240246074096949
29.74873448291104,5.606853225366652
13.985067015454359,5.51844723561262
13.851992492459058,5.672912223246221
13.126862240261318,5.551895905072017
27.576207944264016,5.7611644986725254
17.386896875429134,5.487625536298258
1.2893823159545326,5.548471374419061
50.25467853975437,5.660026345270156
33.38725935914601,5.239147693078125
38.53766177594673,5.403601537582236
11.154375953683061,5.379993143451432
59.55260473056391,5.975347772685579
51.596791727717395,5.4777131138425394
7.253397588348385,5.656532853713817
19.961711121607745,5.648650014921692
43.2890644549961,5.4325903767551456
42.67150618171678,5.127799161488693
56.18643520796758,5.7315625529622745
25.326419997684912,5.402272775280738
49.80214159645962,5.672309597618776
40.218333984844264,5.186736441973609
18.202110655975055,5.394884079527241
35.25483636861357,5.801637122705286
52.948740049911464,5.8434409571326045
50.771845105698766,5.187409930926794
30.317029234776026,5.180126205018654
35.3401354789531,5.489376534975561
2.071549809080495,5.674777917596493
14.564398412584058,5.538521123051039
47.84425485325817,5.572853129878476
24.858839958046456,5.262679258006093
10.380444094743055,5.6408300113153125
32.92792568328918,5.76804456187284
42.18244572393789,5.395438595131844
40.469149830139635,5.1559628647207685
22.482181230098416,5.3178830023159005
26.337697802673787,5.6827979214008755
30.50558929499891,5.083912673959256
46.70655690000875,5.477949570926655
31.25630505678871,5.262158011565082
23.595305697853565,5.468527733925347
29.381611227735494,5.44131481918047
1.7744978380144238,5.503805627985356
2.609237421391646,5.8602897751128165
42.20292531623016,5.600970506465892
58.991263038580435,5.820091058887654
35.59102382280345,5.466060948567171
23.61598118267484,5.384899214121528
10.220951811340877,5.590914539743838
30.134313506008986,4.819410211196791
58.92459825231205,5.490426684473904
46.231388389848036,5.538440749378054
32.37704690698673,5.20354990143675
51.61738673523298,5.611447653417412
13.930567683780875,5.36578124696153
30.826299791258222,4.9098159543335305
57.14804329609617,5.448803586311692
34.667688468072186,5.265077021368773
27.547903914640102,5.375056990575965
16.156768646485272,5.463451739510711
32.87977856797493,5.800234083816117
57.42697688761361,5.524755562945981
0.3425477670235755,5.493163450003918
47.01931395692339,5.593361059880173
49.229154715528914,5.065097832202093
53.170774849560495,5.797629728949656
44.430204709991784,5.241499139128844
48.548394052348776,5.605382817072401
31.120697011380123,5.229572681087527
33.68147188670274,5.265643512493375
25.56544078128901,5.40489090993484
3.3673978512444247,5.954979631028427
52.20060931059839,5.667439464272434
34.199960032582815,5.35499284142832
11.990365210628584,5.431765551952904
30.2832280457318,5.2236643037874435
29.09550673366405,5.491801597475662
21.40739787269734,5.362462616859961
20.764675141089292,5.673253096631495
32.308727744270655,5.174303785552259
37.409367167850306,5.41968563114564
36.74714788696354,5.297917936751413
27.488808005983465,5.327509969839554
1.6784990450305415,5.670678772792557
13.776301876621435,5.530313381071205
10.632675536314961,5.6404477855074795
35.06765224670648,5.785377963768871
51.66053165119949,5.7758967355628545
47.90633643464556,5.170769746860289
47.825853758129774,5.628871765636002
48.986242233641455,5.077295570338849
15.317642405238356,5.484673594982065
50.504689936445764,5.960588390399571
40.386811526322425,5.4535219371149415
4.994048268233873,5.411393934736979
1.001437806933576,5.540879401463793
0.8735984954887388,5.504302821402313
45.335206515131894,5.5063824965124955
14.97355353920537,5.318251394966104
6.5693176376615625,5.759619207717284
37.48812504914858,5.71337434996154
20.665371845789696,5.4490649480658515
4.17092271185084,5.575536411115037
9.57753148163085,5.658027323638602
31.642823942880767,5.747720948880671
10.088696773345696,5.594261044806537
16.374866209120807,5.666824386300022
42.69539563111638,5.436829439959871
27.282097802739834,5.243349821928527
19.320105983239554,5.3811206257196975
28.426260850216735,5.744598166808989
1.4180746579192238,5.734653435364657
23.193426285688194,5.535104562798374
25.255120752544553,5.363824420090002
11.282358285078775,5.573842784101332
6.5257015467248,5.899223821719968
53.98911002136121,5.825068061814272
30.606958855720585,5.335946010331133
12.545459553106205,5.489558568081325
36.33891840204099,5.151589857611419
49.02238010267321,5.227463855079536
1.2490865105572402,5.545180410146539
1.0718712496677196,5.50594371700736
8.787704423960761,5.731541408958039
43.13012836570739,5.804230333128043
9.613655557782279,5.700378643815551
42.27633767112015,5.816746497020969
40.69054771661685,5.368699182209909
32.68212981473427,5.229075919972496
13.235984881360594,5.6201278654832
58.535671069073004,6.142884785206695
47.86865146236906,5.585629054872545
30.99597101696358,5.2235806171067845
13.391746814800245,5.558174084825811
38.91038508595538,5.842147232537769
23.693880591497976,5.251755439032591
34.5507577672834,5.692813142774756
19.274748560707515,5.353320204197166
37.85687167628082,5.8054805983063975
3.5271069723894777,5.688505666509649
17.9163569773808,5.572975163696225
58.07419860905335,5.980014528469101
52.53205465410956,5.401861665412212
18.383197219994756,5.335337874532397
51.51086438139356,5.945159066484106
18.621817641188045,5.289659200320537
